"iter","draw","step","seed","d_time_H_P.cure_max","d_time_H_P.shape","d_time_H_P.scale","d_time_P1_P2.rate","hr_cancer.1","hr_cancer.2","diff_p_cancer.1","diff_p_cancer.2","sample_wt"
1,14,0,"10407_551560309_-90868950_708052452_987839932_-190905874_-1103003688",0.0926724210446383,12.3606599870562,60.5026364119583,0.910211489690465,2.78846524137003,2.8847355985755,-0.146458005582684,0.0108444840549847,0
1,15,0,"10407_717051257_-1381653049_-214200562_1292396647_-378512265_1717554427",0.0505883289068873,9.33808990730687,57.9557934802146,1.71754500579045,1.33452945955642,1.09892089480663,-0.119159555617414,-0.0410962622771092,0
1,16,0,"10407_-263555962_-1823012637_-297480694_-324143353_-227319812_1186682879",0.053936853525896,7.3430799539204,110.906353685329,0.812302646084328,1.69330864051286,1.41925581484892,-0.0892583367832666,0.0194631626843097,0
1,17,0,"10407_1199456750_-1027854578_373176978_-89606557_944902372_-589285613",0.0673955326087938,13.6116718202952,82.7804907392352,0.201271755300584,1.49822270094075,0.74497218555607,-0.0979830587706473,-0.0482894639613709,0
1,18,0,"10407_-147795572_221835483_-325363647_-600667444_406752400_-1764764432",0.0607131552452539,8.45283098280102,56.1911148369324,1.63830250993183,1.88930561151689,1.70272536834105,0.01362029247324,0.0155178737937747,0
1,19,0,"10407_2097376177_1022608996_375536980_1341790405_-19766332_1742771219",0.0209475572651932,9.49982893389406,71.8362602987893,0.116145865465128,2.38610376104936,2.51798241857302,-0.0726077009033532,0.0295458924757074,0
1,20,0,"10407_-983314185_1036346798_-1779857400_-247078367_1310668322_1746564422",0.0766502962532131,12.9640174427237,70.8766611228588,1.61867993797651,1.86465114902558,2.43041078664256,-0.0929052531260631,-0.0112508955557566,0
1,21,0,"10407_-1443539759_-596880979_1318687974_-1586334128_-882530764_-1876567198",0.0573073098300771,9.12661113672957,49.4884983311703,0.460409811579795,2.46047810767997,2.32712856594537,-0.0609798723157876,-0.0228899443501393,0
1,22,0,"10407_141133842_-632043783_-593484086_-236934953_-536447177_-927338772",0.0791378324939099,6.31309639775167,52.124153489515,1.28886772050438,2.97026730649857,1.03921865592477,-0.0443951005483234,0.0141737807939403,0
1,23,0,"10407_-907938285_-1901759803_-1531030064_712310934_-170999609_-1386111979",0.037255507553263,13.3913607431464,102.290605373481,0.286748832878513,2.66530598975395,2.92884910963548,0.0282034622439696,0.016919821762264,0
